NCO_2015_Code,Occupation_Title,NCO_2004_Code
8153.0600,"Embroidery Machine Operator (Semi-
Automatic)",8263.50
8153.0601,"Embroidery Machine Operator (Zig Zag 
Machine)",8153.07
8153.9900,"Sewers and Embroiders, Other",8263.90
8154.0200,"Kierman (Textile)/Package Dyeing Machine 
Operator",8264.50
8154.0300,"Scouringman, Woollen Yarn",8264.55
8154.0500,Washing Machineman,8264.60
8154.0600,"De-Gummer, Silk",8264.62
8154.0700,"Carbonizer, Textile",8264.64
8154.0800,"Scutcherman, Bleaching",8264.66
8154.0900,Dyed- Yarn Operator (Textile),8264.67
8154.1000,"Jiggerman (Cotton Textile)/Jigger Machine 
Operator",8264.68
8154.1100,"Dye Automation Operator (Textile)/ Dyeing 
Machine Operator",8264.69
8154.1200,Wool Dyer,8264.70
8154.1500,Dyer Garment,8264.75
8154.1700,Damping Machine Attendant,8264.77
8154.1800,Calenderman (Cotton Textile),8264.78
8154.1900,Miller,8264.79
8154.2000,Raising Machineman (Textile),8264.80
8154.2100,"Stentering Machineman/Stentering 
Operator",8264.81
8154.2200,Cropper,8264.82
8154.2300,"Padding Machineman/Padding Mangle 
Operator",8264.83
8154.2400,Brushing Machineman (Textile),8264.84
8154.2500,Crabbing Machineman (Woollen Textile),8264.85
8154.2600,Sanforizing Machineman,8264.86
8154.2700,"Singeing Machineman/Singeing Machine 
Operator",8264.87
8154.9900,"Bleaching, Dyeing and Cleaning Machine 
Operators, Other",8264.90
8155.0100,"Dehairer, Machine/Dehairer Machine 
Operator",8265.10
8155.0201,"Flesher, Machine/Fleshing Operator",8265.20
8155.0300,"Scudder, Machine/Scudding Machine 
Operator",8265.25
8155.0400,"Hide and Skin Setter, Machine/Setting 
Machine Operator",8265.30
8155.0500,"Hide Splitter, Machine/Splitting Machine 
Operator",8265.32
8155.0501,Splitting and Sammying Operator (Leather),8155.06
8155.0700,"Staker, Machine/Staking Machine Operator",8265.40
8155.0801,"Leather Buffer, Machine/Buffing Operator",8265.45
8155.0900,"Leather Glazer, Machine/Glazing Machine 
Operator",8265.50
8155.1000,Rolling Machine Operator (Leather),8265.60
8155.1101,"Tanner, Rotary Drum, Continuous Process 
(Leather Manufacturing)/Drum Operator",8265.70
8155.1102,Post Tanning Machine Operator,8155.12
8155.9900,"Fur And Leather Preparing Machine 
Operators, Other",8265.90
8156.0100,Pounding Machine Operator (Footwear),8266.10
8156.0500,Sole Rounding Machine Operator,8266.18
8156.0600,"Nailer, Machine/Machine Operator, Nailing",8266.20
8156.0701,"Cutter, Machine/Cutter (Footwear)",8266.22
8156.0800,"Leather Cutter, Machine",8266.23
8156.0900,"Welt Sewer, Machine/Machine Operator, 
Welt Sewing",8266.25
8156.0901,Stitching Operator (Footwear),8156.10
8156.1401,"Laster, Machine/Lasting Operator",8266.32
8156.1500,"Sole Stitcher, Machine",8266.35
8156.1600,"Seat Laster, Machine/Lasting Machine 
Operator",8266.36
8156.1700,"Splitter, Machine/Splitting Machine 
Operator",8266.38
8156.1800,"Heeler, Machine/Heel Attacher",8266.40
8156.1900,"Heel Compressor, Machine (Footwear)",8266.42
8156.2000,"Sole Leveller, Machine",8266.45
8156.2100,"Trimmer, Machine",8266.50
8156.2200,"Edge Setter, Machine",8266.55
8156.2300,Edge Burnisher,8266.60
8156.2400,Heel Padding Machine Operator,8266.65
8156.2500,Eyeleting Machine Operator,8266.68
8156.2501,Pre-Assembly Operator,8156.26
8156.9900,"Cutting, Lasting and Sewing Machine 
Operators, Other",8266.90
8157.0100,Washing Machine Operator,8264.10
8157.0200,Drying Machine Operator,8264.20
8157.0300,"Dry Cleaner, Machine",8264.30
8157.0400,"Presser, Machine/Ironing Operator",8264.40
8157.0401,"Pressman 
 
Family",8159
8159.0100,"Folder, Machine/Folding Machine Operator",8269.10
8159.0400,Press Operator,8269.40
8159.9900,"Leather Cutters, Lasters and Sewers and 
Related Machine Operators, Other",8269.90
8160.0300,Pasteurising Plant Operator (Dairy),8272.10
8160.0400,Mixing Tank Operator,8272.20
8160.0500,Dairy Processing Equipment Operator,8272.30
8160.0700,"Miller, Food Grains",8273.10
8160.0800,"Husker, Machine (Food Grains)",8273.20
8160.0900,"Rollerman, (Food Grains)",8273.30
8160.1000,Flour Mill Operator,8273.40
8160.1100,"Siever, Machine",8273.50
8160.1200,"Oil Crusher Operator, Power",8273.60
8160.1300,Filter Press Operator (Oil),8273.65
8160.1500,Wafer Baking Machine Operator (Baking),8274.10
8160.1600,Cooker Operator,8274.20
8160.1700,Cutting Machine Operator (Confectionery),8274.30
8160.1800,"Chocolate Maker, Helper",8274.40
8160.1900,"Flake Miller, Wheat and Oats (Grain-Feed 
Mills)",8274.50
8160.2000,Noodle Press Operator,8274.60
8160.2200,"Peeling Machine Operator (Food Canning 
and Preserving)",8275.10
8160.2300,"Pitting Machine Operator (Food Canning 
and Preserving)",8275.20
8160.2400,"Fruit Press Operator (Food Canning and 
Preserving)",8275.30
8160.2500,"Seaming Machine Operator (Food Canning 
and Preserving)",8275.40
8160.2600,"Retort Operator (Food Canning and 
Preserving)",8275.45
8160.2700,Processing Man (Food Canning and,8275.50
8160.2800,Panman (Food Canning and Preserving),8275.55
8160.2900,"Exhaust Box Operator (Food Canning and 
Preserving)",8275.60
8160.3000,Foodstuff Freezer,8275.65
8160.3100,Peanut Blancher,8275.70
8160.3200,"Dehydrator Tender (Canning & 
Preservation)",8275.72
8160.3400,"Crusher Operator, Sugarcane",8276.10
8160.3500,Filter Pressman,8276.20
8160.3600,Dorr Clarifier Operator,8276.30
8160.3700,"Evaporator Operator, Sugar",8276.40
8160.3800,"Panman, Sugar",8276.50
8160.3900,Crystalizerman,8276.60
8160.4000,Centrifugal Man,8276.65
8160.4100,Magmaman,8276.70
8160.4200,Cutter Driver,8276.71
8160.4300,"Cane Carrier Driver, Mill House",8276.72
8160.4400,Raw Juice Tank Pump Attendant,8276.73
8160.4500,Juice Measuring Man,8276.74
8160.4600,Lime Juice Tank Attendant,8276.75
8160.4700,Juice Heater Man,8276.76
8160.4800,Juice Heater Helper,8276.77
8160.4900,Carbonation Man,8276.78
8160.5000,Carbonation Storage Tank Attendant,8276.79
8160.5100,"Sulphitation Man, Sugar",8276.80
8160.5200,"Eliminator Attendant, Sugar",8276.81
8160.5300,"Settling Tank Man, Sugar",8276.82
8160.5400,Works Poor Attendant,8276.83
8160.5500,Gur Maker,8276.85
8160.5700,Tea Maker,8277.10
8160.5800,Withering Loft Attendant (Tea),8277.15
8160.5900,Roller Attendant,8277.20
8160.6000,Pulp Houseman (Coffee),8277.25
8160.6100,Peeling Machine Attendant (Coffee),8277.30
8160.6200,Firing Machine Attendant (Tea),8277.35
8160.6300,Tea Blender,8277.40
8160.6400,Coffee Blender,8277.45
8160.6500,Coffee Roaster,8277.50
8160.6600,"Roaster, Cocoa Bean",8277.60
8160.6800,Brew Master,8278.10
8160.6900,Malt Maker,8278.12
8160.7000,Masher,8278.14
8160.7100,Fermentation Man,8278.16
8160.7200,Yeast Maker,8278.18
8160.7300,Malt Vinegar Maker,8278.20
8160.7400,Filterman,8278.25
8160.7500,"Pasteuriser, Brewery",8278.30
8160.7600,Syrup Plant Operator,8278.35
8160.7700,Syrup Maker,8278.40
8160.7800,Syrup Mixing Plant Operator,8278.45
8160.7900,Syruper,8278.47
8160.8000,Bottling Plant In-Charge,8278.50
8160.8100,"Bottle Washer, Machine",8278.55
8160.8200,Carbonator Machine Attendant,8278.60
8160.8300,"Filler, Aerated Water",8278.65
8160.8400,"Filler, Aerated Water, Hand Machine",8278.70
8160.8600,"Drier and Cooler Operator, Tobacco",8279.30
8160.8700,"Cutting Machine Operator, Tobacco",8279.40
8160.8800,Cigarette Making Machine Operator,8279.50
8160.8900,Stingy Cigarette Slitting Machine Operator,8279.60
8160.9900,"Food and Related Products Machine 
Operators 
 
Group 
817 
Wood Processing and Papermaking Plant 
Operators 
 
Family",8171
8171.0100,"Chipperman, Paper Pulp",8142.10
8171.0200,"Grinder, Paper Pulp",8142.15
8171.0400,"Sorter, Paper Pulp",8142.25
8171.0500,"Cutter, Paper Pulp",8142.30
8171.0600,"Liquor Maker, Paper Pulp",8142.35
8171.0800,"Causticman, Paper Pulp/Causticizing 
Operator",8142.45
8171.0900,"Bleacher, Paper Pulp",8142.50
8171.1100,"Agitator, Paper Pulp",8142.60
8171.1200,"Machine Operator, Paper",8143.10
8171.1400,"Wire Boy, Paper",8143.20
8171.1600,"Cutter, Paper",8143.30
8171.1700,"Finisher, Paper",8143.35
8171.1800,"Vat Man, Handmade Paper",8143.40
8171.1900,"Transferor, Handmade Paper",8143.45
8171.2000,"Tub-Sizer, Handmade Paper",8143.50
8171.2100,"Drier, Handmade Paper",8143.55
8171.2200,"Presser, Handmade Paper",8143.60
8171.2400,"Calenderman, Handmade Paper",8143.70
8171.2500,"Coating Machine Operator, Hardboard 
(Paper Goods)",8143.80
8171.9900,"Pulp and Papermaking Plant Operators, 
Other",8143.90
8172.0100,"Wood Sawyer, Machine, General",8141.10
8172.0200,"Wood Sawyer, Edger",8141.20
8172.0300,Band Saw Operator,8141.25
8172.0400,Circular Saw Operator,8141.30
8172.0700,Veneer Cutter,8141.55
8172.0800,Peeling Machine Operator,8141.60
8172.0900,"Barrel-Lathe Operator, Outside (Wood 
Container)",8141.62
8172.1000,Wood Chopping Machine Operator,8141.65
8172.1100,Core Laying Machine Operator,8141.70
8172.1200,"Core Layer, Plywood",8141.75
8172.9900,"Wood Processing Plant Operators and 
Related Workers, Other",8141.90
8181.0100,Blowing Machine Operator (Glass),8131.10
8181.0200,"Machineman, Sheet Glass",8131.15
8181.0300,Pressman (Glass),8131.20
8181.0400,Pressman (Ceramics),8131.22
8181.0500,"Extruding Press Operator, Clay",8131.23
8181.0600,Rollerman (Glass),8131.25
8181.0700,Pressman (Abrasive),8131.28
8181.0800,Tube and Rod Drawer (Glass),8131.30
8181.1000,Polisher (Glass Manufacturing),8131.37
8181.1100,"Modeller, Pottery and Porcelain",8131.40
8181.1200,"Furnace Man, Glass/Furnace Operator",8131.50
8181.1400,Annealer (Glass Product),8131.65
8181.1500,"Kiln Man, Pottery and Porcelain",8131.70
8181.1600,"Kiln Loader, Pottery and Porcelain",8131.72
8181.1700,"Kiln Man, Brick and Tile",8131.75
8181.1800,"Kiln Loader, Brick and Tile",8131.77
8181.1900,Bricklayer (Brick & Tile),8131.79
8181.2000,Graduating Machine Operator (Glass),8131.80
8181.2100,Batch Mixer (Glass),8139.10
8181.2200,Abrasive Mixer,8139.15
8181.2300,Mixing Machine Operator (Abrasive),8139.20
8181.2400,Ball Mill Operator (Cement & Ceramics),8139.30
8181.2500,Pug Mill Operator (Ceramics),8139.40
8181.2600,Shaving Machine Operator (Abrasive),8139.50
8181.2700,Slip Maker (Ceramics),8139.60
8181.2800,Glaze Maker,8139.65
8181.2900,Edge Operator (Abrasive),8139.70
8181.3000,Wet Disk Operator (Abrasive),8139.75
8181.3100,Burner Cement,8139.80
8181.3200,Clay Modeller,8139.82
8181.3400,Furnace Helper,8181.99
8182.0100,"Boiler, Tindal",8162.10
8182.0200,"Boiler, Attendant",8162.20
8182.0300,"Boiler, Fireman",8162.30
8182.0400,Boiler House Operatives,8162.40
8182.0500,"Serang, Engine Room/Engine Bosun",8162.50
8182.0600,"Tindal, Engine Room",8162.60
8182.0800,"Fireman, Locomotive",8162.75
8183.0100,"Building Insulator, Machine",8290.30
8189.0100,"Gem Grinder, Machine",8290.50
8189.0200,"Gem Polisher, Machine",8290.60
8189.0301,CAM Machine Operator,8189.04
8189.0501,Casting Machine Operator,8189.06
8189.0701,Pantograph Machine Operator,7313.72
8190.0100,"Saw Grinder, Machine",8290.40
8211.0100,"Assembler, Workshop Machine and 
Equipment",8281.10
8211.0101,Mechanical Sub-Assembly Technician,8211.02
8211.0300,"Assembler, Textile Machinery",8281.20
8211.0400,"Assembler, Refrigerator and Air-
Conditioning Unit",8281.25
8211.0500,"Assembler, Stationary Petrol Engine",8281.30
8211.0600,"Assembler, Stationary Diesel Engine",8281.35
8211.0700,"Assembler, Tractor",8281.40
8211.0800,"Assembler, Turbine and Steam Engine",8281.45
8211.0900,Assembler Loco Engines,8281.50
8211.1000,"Erector, Machine and Equipment",8281.55
8211.1100,"Assembler, Continuity",8281.60
8211.1200,"Assembler, Automobile",8281.65
8211.1201,Vehicle Assembly Fitter,8211.12
8211.1300,"Assembler, Motor Cycle",8281.70
8211.1400,"Assembler, Frame, Aircraft",8281.75
8212.0100,Battery Assembler,8282.10
8212.0200,Assembler Dry Cell (Battery Manufacturing),8282.20
8212.0300,Battery Repairer,8282.30
8212.0400,"Assembler, Electrical Accessories",8282.40
8212.0401,"Cutting, Crimping and Connector Assembly 
Operator",8212.04
8212.0500,Electric Motor Winder,8282.50
8212.0600,"Calibrator, Electrical",8282.60
8212.0700,Assembler Precision Instrument,8283.10
8212.0800,"Assembly Operator (Telephone Equipment 
Manufacturing)",8283.20
8212.0900,Assembly Operator (Radio Manufacturing),8283.30
8212.1000,"Form Layer, Cable (Telephone Equipment 
Manufacturing)",8283.40
8212.1100,"Cable Maker, Rack Wiring (Telephone & 
Telegraph Equipment Manufacturing)",8283.50
8212.1200,"Operator, Rack Wiring (Telephone & 
Telegraph Equipment Manufacturing)",8283.60
8212.1301,RAC Assembly Operator,8212.14
8212.1501,Mechanical Assembly Operator,8212.16
8212.1602,Through Hole Assembly Operator,8212.16
8212.1604,Reflow Oven Soldering Operator,8212.16
8212.1606,Component Preparation Operator,8212.16
8212.1701,Wire Bonding Operator,8212.17
8212.1801,Assembly Operator Capacitor,8212.18
8212.1803,Vacuum Plant Operator,8212.18
8212.1805,Masking Machine Operator,8212.18
8212.1807,Manual Soldering Technician,8212.18
8212.1901,Welding Operator,8212.19
8212.1903,Sorting Operator,8212.19
8212.2001,Energy Meter Assembly Operator,8212.20
8212.2003,UPS Assembly Operator,8212.21
8212.2202,Box Assembly Operator,8212.23
8212.2302,Module Assembly Technician,8212.24
8212.2501,Inner Layer and Pressing Operator,8212.25
8212.2503,Routing Operator,8212.25
8212.2601,Electronic Sub-Assembly Technician,8212.27
8212.9900,"Electrical and Electronic Equipment 
Assemblers, Other",8283.90
8219.0100,"Assembler, Bicycle",8284.10
8219.0200,"Assembler, Sewing Machine",8284.20
8219.0300,Assembler (Plastic Product),8284.30
8219.0400,"Assembler, Metal Furniture",8284.40
8219.9900,"Paper Board, Textile and Related Products 
Assemblers, Other",8286.90
8311.0100,"Loco Driver, Mines",8311.10
8311.0200,"Driver, Railway Engine (Steam)",8311.20
8311.0300,"Driver, Railway Engine (Diesel)",8311.30
8311.0400,"Driver, Railway Engine (Electrical)",8311.40
8311.0500,"Driver, Shunting (Loco)",8311.50
8311.0601,"Locomotive Driver 
 
Family",8312
8312.0100,"Signalman, Railway",8312.10
8312.0200,Shunting Worker,8312.20
8312.0300,"Points Man, Railway",8312.30
8312.0400,"Traffic Shunter, Railway",8312.40
8312.0500,"Braker, Passenger Train",8312.50
8312.9900,"Pointsmen, Signalmen and Shunters, 
Railways, Other",8312.90
8321.0101,Driver Auto Rickshaw,8321.10
8321.0200,Despatch Rider,8321.20
8321.0201,"Delivery Associate/Two Wheeler Delivery 
Associate",8321.99
8322.0100,"Driver, Car",8322.10
8322.0101,"Chauffer, Driver Personal",8322.01
8322.0201,"Driver, Taxi",8322.20
8322.0301,"Driver, Ambulance",8322.30
8322.0501,Light Motor Vehicle Driver,8322.99
8331.0100,Tram Car Driver,8323.10
8331.0200,Trolley Driver,8323.20
8331.0300,"Driver, Bus",8323.30
8331.0301,Commercial Vehicle Driver,8331.03
8331.0400,"Driver, Fire Brigade Vehicles",8323.40
8331.0500,Driver Road Test,8323.50
8331.0501,Test Driver,8331.06
8331.9900,"Bus and Tram Drivers, Other",8323.90
8332.0100,Driver Truck,8324.10
8332.0200,Tram Car Driver (Mines),8324.20
8332.9900,"Heavy Truck and Lorry Drivers, Other",8324.90
8341.0101,"Tractor Operator, Farm",8331.10
8341.0200,"Operator, Farm Machines",8331.20
8341.0201,Harvesting Machine Operator,8341.03
8341.9900,"Farm Machinery Operators, Other",8331.90
8342.0101,Bulldozer Operator,8332.10
8342.0200,Scrapper Operator,8332.12
8342.0301,Scrapper Loader Operator/Loader Operator,8332.14
8342.0400,Grader Operator,8332.16
8342.0501,Power Shovel Operator/Excavator Operator,8332.18
8342.0600,Bucket Wheel Excavator Operator,8332.20
8342.0700,Trench Digging Machine Operator,8332.22
8342.0800,Dragline Operator,8332.24
8342.0900,Dredger Operator,8332.26
8342.1000,Boom Driver,8332.28
8342.1100,Pile Driver,8332.30
8342.1201,Dumper Operator/Dumper/Tipper Operator,8332.32
8342.1202,Dumper Operator,8342.13
8342.1400,Tripler Machine Operator,8332.36
8342.1500,Conveyor Operator,8332.45
8342.1600,Spreader Operator,8332.50
8342.1700,Road Roller Driver,8332.55
8342.1800,Bitumen Mixing Machine Operator,8332.60
8342.1900,"Sand Blast Operator, Construction",8332.65
8342.2001,Excavator Operator,8342.21
8342.2201,Stoking Car Operator Ferro Alloys,8342.99
8343.0100,"Driver, Steam Crane",8333.10
8343.0200,"Crane Operator, Diesel Electric",8333.12
8343.0300,"Crane Operator, Pneumatic",8333.14
8343.0400,"Crane Operator, Hydraulic",8333.16
8343.0500,Mobile Crane Operator,8333.18
8343.0501,EOT Crane Operator,8343.06
8343.0700,Overhead Crane Operator,8333.22
8343.0800,Derrick Crane Operator,8333.24
8343.0900,"Derrick Crane Operator, Magnetic",8333.28
8343.1000,"Crane Driver, Hammer Head",8333.30
8343.1100,Winchman,8333.32
8343.1200,Hoist Operator,8333.35
8343.1300,Bridge Opening Operator,8333.38
8343.1400,Winding Engineman,8333.40
8343.1500,Haulage Engine Driver,8333.50
8343.1600,"Crane and Hoist Operators, Other",8333.60
8343.1700,Aerial Ropeway Operator,8333.65
8343.1800,Liftman,8333.70
8343.9900,"Crane, Hoist and Related Plant Operators, 
Other",8333.90
8344.0100,Lift Truck Operator,8334.10
8344.0201,"Fork Lift Truck Operator/Fork Lift 
Operator/Driver",8334.20
8344.9900,"Lift Truck Operator, Other",8334.90
8350.0100,"Serang, Deck/Bosun",8340.10
8350.0300,Seaconny/OS (Ordinary Seaman),8340.20
8350.0400,Lascar/OS (Ordinary Seaman),8340.25
8350.0500,"Driver, Launch/Tug Master",8340.30
8350.0600,Boatman,8340.40
8350.0700,Rudderman,8340.50
8350.0800,Oarsman,8340.60
9111.0100,Domestic Servant,9131.10
9111.0200,Char Dust Cleaner and Salvager,9131.20
9111.0300,"Cleaner, Home Restoration Service",9131.30
9111.9900,"Domestic and Related Helpers, Cleaners and 
Launderers, Other",9131.90
9112.0200,Cleaner Hospital,9132.30
9112.9900,"Helpers and Cleaners in Offices, Hotels and 
Other Establishments, Other",9132.90
9121.0100,Dhobi,9133.10
9121.0200,"Laundry Workers (Marker, Sorter)",9133.20
9121.0300,"Dry Cleaner, Hand",9133.30
9121.0400,Spot Remover,9133.40
9121.0500,Rug Cleaner,9133.50
9121.0600,"Presser, Hand",9133.60
9121.0700,"Dry Cleaner, Spot",9133.70
9121.9900,"Launderers, Dry Cleaners and Pressers, 
Other",9133.90
9122.0100,"Cleaner, Window",9142.10
9122.0201,Washer,9122.03
9122.9900,"Vehicle, Window and Related Cleaners, 
Other",9142.90
9211.0100,Ploughman,9201.10
9211.0200,"Labourer, Agriculture",9201.20
9211.0300,Picker (Tobacco),9201.30
9211.9900,"Farm Hands and Labourers, Other",9201.90
9215.0100,"Labourer, Plantation",9202.10
9215.0200,Tappers,9203.90
9215.9900,"Forestry Labourers and Related Workers, 
Other",9202.90
9311.0100,"Mines, Quarrymen, Related Workers",9311.10
9311.0101,Mazdoor/Helper,9311.02
9311.9900,"Mining and Quarrying Labourers, Other",9311.90
9312.0100,"Labourer, Other",9312.10
9312.0200,Track Repairer (Rail Transport),9312.20
9312.9900,"Construction and Maintenance Labourers, 
Other",9312.90
9313.0100,Well Digger Helper,9313.10
9313.0301,Helper Mason,9313.04
9313.0501,Helper Electrician,9313.06
9313.0701,Helper Painter and Decorator,9313.99
9321.0101,"Packer, Hand",9322.10
9321.0102,Packager and Despatcher,9321.02
9321.0205,Tagger and Labeller,9321.03
9321.0400,"Stamper, Hand",9322.40
9321.1101,Weigher,9322.76
9321.1102,Issuing and Return In-Charge,9321.11
9321.1200,Counter,9322.80
9321.1300,"Container Washer, Machine",9322.85
9321.1401,Machining Assistant or Helper,9321.99
9329.0100,"Khatedar, Salt Production",9322.50
9329.0200,"Mukadam, Salt Production",9322.55
9329.0300,Salt Reclamation Worker,9322.60
9329.0400,Checker,9322.70
9329.0500,Tester,9322.72
9329.0600,Sorter,9322.74
9329.0701,Accessory Fitter,9329.08
9331.0100,"Driver, Cycle Rickshaw",9331.10
9331.0300,Hand Cart Man,9331.30
9331.0400,"Traffic Hand, Gliding",9331.40
9331.0600,"Transport Equipment Operators and 
Drivers, Other",9331.60
9331.0700,Transport Service Operator,9331.70
9331.9900,"Hand Pedal Vehicle Drivers, Other",9331.90
9332.0100,Horse Carriage Driver,9332.10
9332.0200,Cart Driver,9332.20
9332.0300,Mahout,9332.30
9332.0400,Pack Animal Driver,9332.40
9332.0500,"Supervisor, Animal-Drawn and Manually 
Operated Transport Equipment",9332.50
9332.9900,"Animal and Animal Drawn Vehicle Drivers, 
Other",9332.90
9333.0100,Loader and Unloader,9333.10
9333.0101,Loader/Loading and Unloading Operator,9333.02
9333.0202,"Loader, Transport 
Associate/Loader/Unloader",9333.99
9412.0100,Kitchen Helper,9132.20
9510.0100,Boot Polisher,9120.10
9510.0200,Bill Poster,9120.20
9510.9900,"Shoe Cleaning and Other Street Services 
Elementary Occupations, Other",9120.90
9520.0100,Hawker,9112.10
9520.9900,"Street Vendors, Non-Food Products, Other",9112.90
9611.0100,Garbage Collector (Motor Transport),9161.10
9611.0201,E-Waste Collector,9611.99
9613.0300,"Sweeper, Dry",9162.10
9613.0400,"Sweeper, Wet",9162.20
9613.0500,"Sweeper, Sewer",9162.30
9613.9900,"Sweepers and Related Labourers, Other",9162.90
9621.0300,Caddie,9151.30
9621.0400,Bellhop (Hotel & Restaurant),9151.40
9621.0500,"Porter, Baggage (Hotel & Restaurant)",9151.50
9621.0600,(Letter Box Peon) Post Man,9151.60
9621.0700,Mail Carrier,9151.65
9621.0800,"Runner, Mail",9151.70
9621.0900,"Sorter, Mail",9151.75
9621.1200,Hotel Concierge,9152.10
9621.1300,Water Carrier,9162.40
9621.9900,"Messengers, Package Deliverers and 
Luggage Porters, Other",9151.90
9623.0100,Vending Machine Attendant,9153.10
9623.0200,Coin Collector,9153.15
9623.0300,Meter Reader,9153.20
9623.0301,Municipal Water and Sewage Assessor,9623.04
9623.0501,Tyre Inflation Attendant,9623.06
9623.9900,"Vending Machine Money Collectors, Meter 
Readers and Related Workers, Other",9153.90
9629.0100,Usher,9152.40
9629.9900,"Doorkeepers, Watchpersons and Related 
Workers, Other",9152.90
8122.7200,"8223.72 
Abrasive Mixer",8181.22
7314.9900,"7321.90 
Abrasive Wheel 
Moulder",7314.08
7231.0102,"Access Controls 
Installation 
Technician",7411.01
9329.0701,"Accident Officer, 
Tram",1324.20
1120.3401,"Account Executive 
(Advertising 
Agency)",2431.02
2411.0100,"2411.10 
Accounting and 
Bookkeeping 
Clerks, Others",4311.99
4313.0101,"4121.20 
Occupational 
Title 
NCO",2015
4311.0401,"Accounts 
Executive 
(Statutory 
Compliance)",4313.02
8131.8000,"8159.80 
Acid Plant 
Operator",8131.77
8131.8100,"8159.82 
Acoustical 
Insulator",7124.02
2659.0200,"3474.15 
Actor and Actress",2655.01
2120.0200,"2121.20 
Addressing 
Machine Operator",4132.10
1112.0700,"1123.20 
Administrative and 
Executive Officials, 
Local Bodies",1112.08
1112.0600,"1123.10 
Administrative 
Official, State 
Government",1112.04
1112.0100,"1121.10 
Administrator, 
Hospital",2263.02
7532.0902,"Advertisement 
Writer",2431.04
2431.9900,"Advertising and 
Public Relations",1222.99
1222.0102,"Advertising Sales 
Agent/Advertising 
Executive",5211.01
2611.0900,"2421.80 
Advocate General",2611.03
2165.0300,"2148.25 
Aerial Ropeway 
Operator",8343.17
1324.0900,"1226.35 
Aeronautical 
Engineering 
Technician",3115.10
8131.8800,"8229.20 
Agitator, Paper 
Pulp",8171.11
2141.0900,"2149.18 
Agricultural 
Technicians, 
Others",3142.99
7233.2800,"7233.80 
Agriculture 
Extension 
Executive",6116.01
6116.0102,"Agriculture Field 
Officer",2412.05
2132.0100,"2213.10 
Agronomists and 
Related 
Professionals, 
Other",2132.99
3132.0700,"8169.10 
Air Conditioning 
and Refrigeration 
Plant Attendant",3132.09
5111.0600,"5111.60 
Air Hostess",5111.03
3154.0100,"3144.10 
Air Traffic 
Controllers, Other",3154.99
5111.0500,"5111.50 
Aircraft 
Mechanics, Other",7232.99
3153.0400,"3143.40 
Aircraft Pilots and 
Related Associate 
Professionals, 
Other",3153.99
7232.0100,"7232.10 
Airport Engineer",2142.08
2131.0800,"2211.55 
Allergy Specialist",2212.03
3132.0800,"8169.20 
Ammonia 
Operator/Ammoni
a Plant Operator",8131.21
3212.0301,Anaesthetist,2211.04
2421.0101,"Anatomist, 
Medical",2211.03
9332.9900,"9332.90 
Animal Genetist",2250.04
3240.0300,"3227.30 
Animal Nutritionist",2265.03
2250.0100,"2212.60 
Animal Producers 
and Related 
Workers, Other",6129.99
2166.0205,"Annealer (Glass 
Product)",8181.14
8121.4700,"8123.10 
Anthropologist, 
Cultural",2632.09
2632.0700,"2442.60 
Anthropologist, 
Physical",2632.08
6123.9900,"6123.90 
Application 
Maintenance 
Engineer",2512.07
3315.0300,"3417.60 
Archaeologist",2632.11
2161.0100,"2141.10 
Architect, Naval",2144.11
2621.0100,"2431.10 
Archivists and 
Curators, Other",2621.99
3322.0801,"Area Parts 
Manager (APM)",5222.01
2433.0101,"Area Service 
Manager",1213.02
5414.0151,Armourer,7222.09
2166.0111,Art Teacher,2355.01
6130.0100,"6130.10 
Arts Teacher, 
Other",2355.99
7311.0300,"7311.25 
Assembler (Plastic 
Product)",8219.03
8212.0200,"8282.20 
Assembler Loco 
Engines",8211.09
8212.0700,"8283.10 
Assembler Printing 
Machinery",8211.02
8211.1200,"8281.65 
Assembler, Bicycle",8219.01
8211.1100,"8281.60 
Assembler, 
Electrical 
Accessories",8212.04
8211.1400,"8281.75 
Assembler, Hand",7536.22
8131.9000,"8229.40 
Assembler, Metal 
Furniture",8219.04
8211.1300,"8281.70 
Assembler, 
Refrigerator and 
Air-Conditioning 
Unit",8211.04
8219.0200,"8284.20 
Assembler, 
Stationary Diesel 
Engine",8211.06
8211.0500,"8281.30 
Assembler, Textile 
Machinery",8211.03
8211.0700,"8281.40 
Assembler, 
Turbine and Steam 
Engine",8211.08
8211.0100,"8281.10 
Assembly Line 
Machine Setter",7223.04
7422.1901,"Assembly Line 
Supervisor",3122.06
8212.1401,"Assembly 
Operator (Radio 
Manufacturing)",8212.09
8212.0800,"8283.20 
Occupational 
Title 
NCO",2015
8212.1801,"Assembly 
Supervisor",3139.20
5414.0102,"Assistant Bar 
Bender and Fixer",7214.11
5142.0101,"Assistant Casting 
Technician",8121.38
5141.0201,"Assistant 
Laboratory and 
Field Technician",3112.07
7112.0601,"Assistant Painter 
and Decorator",7131.01
3255.0101,"Assistant 
Scaffolder",7119.03
2411.0101,"Associate 
Customer Care",5244.02
3512.0202,"Associate Network 
Engineer",5242.05
5242.0502,Astrologer,5161.01
5161.9900,"5152.90 
Astronomer",2111.09
3422.0100,"3475.40 
Attorney at Law",2611.08
2611.0100,"2421.10 
Auctioneer",3339.03
4311.0500,"4121.50 
Auditor",2411.02
